sql
select  Notes from table where Current_slogan = SOUTH_AUSTRALIA
select  Current_series from table where Notes = New_series_began_in_June_2011
select  Format from table where State/territory = South_Australia
select  Text/background_colour from table where State/territory = Australian_Capital_Territory
select COUNT Fleet_Series_(Quantity) from table where Fuel_Propulsion = CNG
select  Fuel_Propulsion from table where Fleet_Series_(Quantity) = 310-329_(20)
select  Manufacturer from table where Order_Year = 1998
select COUNT Manufacturer from table where Model = GE40LFR
select COUNT Order_Year from table where Fleet_Series_(Quantity) = 468-473_(6)
select  Powertrain_(Engine/Transmission) from table where Order_Year = 2000
select  Description from table where Aircraft = CH-47D_Chinook
select  Max_Gross_Weight from table where Aircraft = Robinson_R-22
select  School/Club_Team from table where No. = 6
select  School/Club_Team from table where Years_in_Toronto = 2012-present
select  School/Club_Team from table where Years_in_Toronto = 2010-2012
select  Position from table where School/Club_Team = Baylor
select  Player from table where Years_in_Toronto = 1995-96
select  No. from table where Player = Patrick_O'Bryant
select  School/Club_Team from table where Player = Patrick_O'Bryant
select COUNT No. from table where School/Club_Team = Fordham
select  School/Club_Team from table where Years_in_Toronto = 2001-02
select  School/Club_Team from table where Years_in_Toronto = 2004-05
select  Position from table where Player = Loren_Woods
select MIN No. from table where Years_in_Toronto = 1998-2001
select  Nationality from table where School/Club_Team = Georgetown
select  School/Club_Team from table where Player = Herb_Williams
select  Years_in_Toronto from table where School/Club_Team = Hawaii
select  Years_in_Toronto from table where Player = Dell_Curry
select  No. from table where School/Club_Team = Boise_State
select  Nationality from table where Player = Dell_Curry
select  Player from table where School/Club_Team = Georgia
select  School/Club_Team from table where Player = Rudy_Gay
select  Nationality from table where Years_in_Toronto = 1997-98
select  Position from table where School/Club_Team = Connecticut
select  Years_in_Toronto from table where Player = Marcus_Banks
select  Position from table where Years_in_Toronto = 2004
select  Nationality from table where Player = Muggsy_Bogues
select  Years_in_Toronto from table where Player = Lonny_Baxter
select COUNT Player from table where School/Club_Team = La_Salle
select  Best_finish from table where Scoring_rank = 117
select  2nd from table where Best_finish = T69
select COUNT Wins from table where Money_list_rank = 183
select  Scoring_average from table where Money_list_rank = n/a
select MAX 2nd from table
select MIN Season from table where Team = MetroStars
select  College from table where Team = Columbus_Crew
select COUNT Team from table where Draft_Pick_# = 1
select  Position from table where Draft_Pick_# = 10
select  Years_Played from table where Singles_W-L = 3–2
select  Doubles_W-L from table where Player = Seol_Jae-Min_(none)
select  Singles_W-L from table where Player = Kim_Doo-Hwan
select COUNT Singles_W-L from table where Doubles_W-L = 0–0
select  Doubles_W-L from table where Years_Played = 1_(1968)
select  Years_Played from table where Player = Im_Chung-Yang
select  Name from table where Crest_length_(meters) = 375
select MIN Year_of_construction from table where Name = Spitallamm
select  Canton from table where Name = Grande_Dixence
select  Name from table where Name_of_the_Lake = Lago_di_Luzzone
select  Guardian_Mātṛkā from table where Consort = Svāhā
select  Direction from table where Mantra = Oṃ_Yaṃ_Vāyuve_Namaḥ
select  Weapon from table where Consort = Śacī
select  Direction from table where Weapon = Khaḍga_(sword)
select  Weapon from table where Direction = East
select  Direction from table where Graha_(Planet) = Bṛhaspati_(Jupiter)
select MAX Chapters from table where Classification = Fraternity
select  Member from table where Classification = Sorority
select  Member from table where Chapters = 12
select  Headquarters from table where Member = Alpha_Nu_Omega
select MIN Relapsing_fever from table where Malaria = 3000
select  Typhoid_fever from table where Year = 1934
select  Typhus from table where Smallpox = 4
select MAX Smallpox from table where Typhoid_fever = 293
select  Typhoid_fever from table where Year = 1929
"select COUNT Founded from table where Location = Bloomington,_IN"
select COUNT Location from table where Affiliation = Private/Presbyterian
select MIN Founded from table where School = Lindenwood_University
"select COUNT Primary_conference from table where Location = Ames,_IA"
select  Capital_(_endonym_) from table where Capital_(_exonym_) = Douglas
select COUNT Country_(_endonym_) from table where Capital_(_endonym_) = Jakarta
select  Country_(_exonym_) from table where Official_or_native_language(s)_(alphabet/script) = Icelandic
select  Country_(_endonym_) from table where Official_or_native_language(s)_(alphabet/script) = Irish_English
select  Country_(_exonym_) from table where Country_(_endonym_) = Isle_of_Man_Ellan_Vannin
"select COUNT Network from table where Season_premiere = September_11,_2000"
"select  Ranking from table where Season_finale = May_8,_2006"
select MIN Population_Canada_2011_Census from table where Seat_of_RCM = Cowansville
select  Land_Area from table where Seat_of_RCM = Granby
select  Population from table where County = County_Mayo
select  Irish_name from table where Irish_speakers = 62%
select  Population from table where Irish_name = Leitir_Mealláin
select  County from table where Irish_name = Carna
select COUNT English_name from table where Irish_speakers = 53%
select  Population from table where English_name = Spiddal
select MIN Chinese from table where Filipino = 1474707
select COUNT Filipino from table where Indian = 30947
select MAX Indian from table
select  Australian_role from table where UN_Operation_name = UNAMA
select  UN_Operation_title from table where UN_Operation_name = UNCOK
select COUNT Number_of_Australians_involved from table where UN_Operation_title = UN_Commission_on_Korea
select  Dates_of_Australian_involvement from table where Number_of_Australians_involved = 65
select  TV_season from table where Viewers_(millions) = 10.73
select  TV_season from table where Rank = 39
select COUNT Season_premiere from table where Viewers_(millions) = 10.17
select  TV_season from table where Season = 12
select  Avg._Finish from table where Year = 2012
select MIN Wins from table where Year = 1983
select COUNT Top_10 from table where Avg._Start = 29.4
select MAX Poles from table where Avg._Finish = 19.1
select MIN Starts from table where Team(s) = Hendrick_Motorsports
select  Player from table where Position = Centre
select  Player from table where NHL_team = San_Jose_Sharks
select  Position from table where Player = Mark_Polak
select  NHL_team from table where Position = Centre
select  College/junior/club_team from table where NHL_team = St._Louis_Blues
select  NHL_team from table where College/junior/club_team = TPS_(Finland)
select  College/junior/club_team from table where Player = Doug_Nolan
select  College/junior/club_team from table where Player = Per_Gustafsson
select  Nationality from table where Player = Shayne_Wright
select  Southern_England from table where Northern_Ireland = 3
select MIN Scotland from table
select COUNT Scotland from table where Total = 35
select  Northern_Ireland from table where Total = 35
select MIN Wales from table where Northern_England = 6
select  Team(s) from table where Top_5 = 9
select  College/junior/club_team from table where Player = Vadim_Sharifijanov
select  Position from table where NHL_team = Hartford_Whalers
select MIN Pick from table where Player = Brett_Lindros
select  Position from table where College/junior/club_team = Molot_Perm_(Russia)
select  Nationality from table where NHL_team = New_York_Islanders
select  Vacator from table where District = Louisiana_1st
select  Notation from table where Crystal_structure = Tetragonal
select  No._of_Cu-O_planes_in_unit_cell from table where Formula = Tl_2_Ba_2_CuO_6
select  Crystal_structure from table where Formula = YBa_2_Cu_3_O_7
select COUNT T_c_(K) from table where Notation = Tl-2212
select COUNT 2010_Est. from table where City = Cremona
select MIN 2001_Census from table where Region = Abruzzo
select MAX 1991_Census from table where City = Carpi
select COUNT 2001_Census from table where # = 13
select  1981_Census from table where City = Livorno
select  NHL_team from table where Player = Mike_Loach
select  NHL_team from table where Player = Peter_Strom
select  College/junior/club_team from table where Player = Keith_McCambridge
select COUNT Nationality from table where Pick = 193
"select  Successor from table where Date_of_successors_formal_installation = November_8,_1978"
select COUNT Tonioli from table where Goodman = 10
select Goodman from table where Total = 31
select  Dixon from table where Dance/song = Samba_/_Young_Hearts_Run_Free
select COUNT Goodman from table where Result = Second_place
select  Year_Built from table where No._Built = 7
select  we_two from table where Case/Suffix = loc.
select  them_two_(the_two) from table where we_two = ngalbelpa
select  them_two_(the_two) from table where you_and_I = ngœbalngu
select  who-two from table where you_and_I = ngœban
select  we_two from table where you_two = ngipen
select  who-two from table where you_two = ngipelngu
select  Points from table where Driver = Mark_Martin
select  Points from table where Driver = Rusty_Wallace
select COUNT Position from table where Driver = Robby_Gordon
"select MAX Position from table where Winnings = $50,000"
select  Actors_Name from table where Film_Name = Anastasiya_Slutskaya
select  Nomination from table where Film_Name = Falling_Up
select  Actors_Name from table where Film_Name = Chopin:_Desire_for_Love
select  Actors_Name from table where Film_Name = Chopin:_Desire_for_Love
select  Film_Name from table where Actors_Name = Alla_Sergiyko
select  Nomination from table where Film_Name = 27_Stolen_Kisses
select  Actors_Name from table where Nomination = Best_Actor_in_a_Supporting_Role
select  Country from table where Actors_Name = Vsevolod_Shilovskiy
select  Nomination from table where Film_Name = Totalitarian_Romance
select  Nomination from table where Director = Srdjan_Dragojevic
select  Actors_Name from table where Country = Ukraine
select  Film_Name from table where Director = Vadim_Ilyenko
select  Actors_Name from table where Director = Vadim_Ilyenko
select  Actors_Name from table where Film_Name = Fuchzhou
select  Film_Name from table where Director = Michaylo_Ilyenko
select  Actors_Name from table where Nomination = Best_Debut
select COUNT Nomination from table where Actors_Name = Natalia_Raskokoha
select MAX Total_Goals from table
select MIN FA_Cup_Goals from table where FA_Cup_Apps = 9
select MIN Total_Goals from table
select  Circuit from table where Fastest_Lap = Hideki_Mutoh
"select MIN Production_code from table where Title = ""Foreign_Exchange_Problem_/_Turn_About"""
"select  Episode_# from table where Title = ""The_Yindianapolis_500_/_Personality_Problem"""
select  Episode_# from table where Production_code = 227
select  Directed_by from table where Written_by = Sib_Ventress_/_Aydrea_ten_Bosch
"select  Production_code from table where Title = ""Skirting_the_Issue_/_Moon_Over_my_Yinnie"""
select MAX Total_Goals from table
select COUNT Temp_(°C) from table where Adhesive_Type = Acryl
select COUNT Opponents from table where Partner = Jim_Pugh
select  Score from table where Partner = Jim_Pugh
"select COUNT Surface from table where Score = 3–6,_7–6(5),_6–3"
select  Score from table where Partner = Jim_Pugh
select  Year from table where Championship = Wimbledon_(2)
select  Score from table where Opponents = Gretchen_Magers_Kelly_Jones
select COUNT Date_of_birth from table where Representative = Earl_Hanley_Beshlin
"select  Party from table where Date_of_birth = November_10,_1880"
"select  Representative from table where Date_of_birth = January_31,_1866"
select  Singles_W–L from table where Player = Laurynas_Grigelis
select  Current_singles_ranking from table where Player = Mantas_Bugailiškis
select COUNT 1999_Broadway from table where Character = Mrs._Darling
select  1990_Broadway from table where Character = Peter_Pan
select  1991_Broadway from table where 1999_Broadway = Barbara_McCulloh
select  1990_Broadway from table where 1955_broadcast = Tom_Halloran
select  Character from table where 1998_Broadway = Drake_English
select  Broadcast_date from table where BBC_One_total_viewing > 11616996.338225884
select COUNT Year from table where BBC_One_Rank = 20th
"select MIN Year from table where BBC_Two_total_viewing = 7,530,000"
select COUNT ↓_Function_/_Genus_→ from table where Escherichia = EspD
select  Salmonella from table where Escherichia = EspD
select  ↓_Function_/_Genus_→ from table where Shigella = Spa32
select  Salmonella from table where Shigella = IpgC
select  Salmonella from table where Escherichia = SepB_(EscN)
select  Shigella from table where Yersinia = YscP
select COUNT Original_title from table where Film_title_used_in_nomination = Marriage_Italian-Style
select  Year_(Ceremony) from table where Original_title = La_leggenda_del_santo_bevitore
"select  Camp from table where Estimated_deaths = 600,000"
select  Operational from table where Camp = Sajmište
select  Estimated_deaths from table where Operational = 17_March_1942_–_end_of_June_1943
select  Current_country_of_location from table where Operational = Summer_of_1941_to_28_June_1944
"select  Occupied_territory from table where Estimated_deaths = 600,000"
select  Occupied_territory from table where Operational = May_1940_–_January_1945
select  Overall from table where College = Traded_to_the_Cleveland_Browns
select  Round from table where Overall = 240
select MIN Overall from table where College = Youngstown_State
select  Position from table where Overall = 255
select  Player_name from table where Round = 17
